epoch,train_loss,valid_loss,test_loss,train_acc,valid_acc,test_acc
1,0.9364127662128873,1.2399473190307617,1.3060966730117798,0.6699555555555555,0.553,0.5484
2,0.7181417446083492,1.2763527631759644,1.3161470890045166,0.7485777777777778,0.5676,0.5697
3,0.7050003152423435,1.3960802555084229,1.4820855855941772,0.7508444444444444,0.5588,0.5659
4,0.5683287496407827,1.5587263107299805,1.6160075664520264,0.7981333333333334,0.5602,0.567
5,0.5298507020420499,1.7228318452835083,1.8011726140975952,0.8176,0.5586,0.5657
6,0.6396908134990268,1.8649088144302368,1.9888068437576294,0.7964888888888889,0.553,0.558
7,0.32351437102423775,1.9645977020263672,1.9343891143798828,0.8864444444444445,0.5718,0.5798
8,0.32300710264311894,2.0605106353759766,2.042339324951172,0.8897555555555555,0.5698,0.5747
9,0.1624734891348415,2.0750977993011475,2.0195372104644775,0.9439111111111111,0.5878,0.5966
10,0.09054587608774503,2.107743263244629,2.0358810424804688,0.9703111111111111,0.5956,0.6001
11,0.06640128715460498,2.1355504989624023,2.0637662410736084,0.9790222222222222,0.5992,0.6029
12,0.03948825937261184,2.1467647552490234,2.0709478855133057,0.9891111111111112,0.6072,0.6047
13,0.02343472928620047,2.173395872116089,2.0892629623413086,0.9949555555555556,0.6092,0.6078
14,0.01779856833981143,2.197030544281006,2.1144723892211914,0.9967111111111111,0.6082,0.6077
15,0.015122118827700615,2.2164535522460938,2.1359517574310303,0.9974222222222222,0.6092,0.608
